Sunda;Terjemahan;Thesaurus 1;Thesaurus 2;Thesaurus 3
pakarang ; senjata utk menjaga diri atau utk berperang; ;  ; 
pakarangan ; halaman rumah;buruan ;  ; 
pakaya ; harta-benda; ;  ; 
pake ; pakai;anggo ;  ; 
pakel ; mangga muda;cetrok ; celetrok ; 
pakelat; mencukupi kebutuhan: ~ maneh, mencukupi kebutuhan sendiri;makelatkeun ;  ; 
makelatkeun ; mencukupi kebutuhan: ~ maneh, mencukupi kebutuhan sendiri;pakelat ;  ; 
pakem ; pokok at inti cerita wayang; ;  ; 
pakeun ; untuk 2 bahan atau biaya: euweuh - na, tak ada bahannya atau tak ada biayanya; ;  ; 
pakewuh ; kesusahan;bubuh ripuh ; deruk ; ngaderuk
pakia-kia ; berselisih atau berbeda pendapat (paham); ;  ; 
pakih ; ahli hukum agama (islam); ;  ; 
pakihi; memberi pekerjaan atau mengusahakan agar orang lain (diri sendiri) mempunyai pekerjaan: ~ maneh, mengurus diri sendiri;makihikeun ;  ; 
makihikeun ; memberi pekerjaan atau mengusahakan agar orang lain (diri sendiri) mempunyai pekerjaan: ~ maneh, mengurus diri sendiri;pakihi ;  ; 
pakir ; melarat;balangsak ; moskel ; 
pakucrut ; berselisih;pabentar ;  ; 
pakuis ; mantri gudang garam (di zaman hindia belanda); ;  ; 
pakuncen; pemegang kunci atau penjaga kuburan (keramat); ;  ; 
pakung; menahan orang beberapa waktu utk dipekerjakan (karena akan diadakan pesta);makung ;  ; 
makung ; menahan orang beberapa waktu utk dipekerjakan (karena akan diadakan pesta);pakung ;  ; 
pakuwon ; rumah beserta halamannya kepunyaan sendiri; ;  ; 
pala ; sj pohon yg rasa buahnya masam pedas; ;  ; 
palakiah ; akal; ;  ; 
palal ; rasa tak sedap spt rasa kulit jeruk; ;  ; 
palalangon ; dangau tinggi di tepi butan, tempat mengintai binatang buruan atau tempat mengawasi tanaman (di ladang); ;  ; 
palamarta ; benar;eucreug ; leres ; bener
palang ; palang;dogong ;  ; 
palangeran ; patokan; ;  ; 
palangi ; warna merah kekuning-kuningan; ;  ; 
palangkakan ; selangkangan; ;  ; 
palangsiang ; ucapan yg menyatakan kekhawatiran (jangan-jangan): - cilaka, geus magrib can balik keneh, jangan-jangan mendapat kecelakaan, sudah magrib belum juga pulang;onam ; kumaha oman ; 
palapah ; palapah; ;  ; 
palar ; pamrih;pambrih ;  ; 
palastik ; plastik; ;  ; 
palastra ; mati;nilar ; pupus ; 
palatuk ; pelopor barisan; ;  ; 
palay ; mau;bade ; hayang ; hoyong
palayan ; pelayan;badega ;  ; 
palayangan ; tempat mengalirkan air dr sawah, kolam dsb ke tempat lain agar air lekas surut; ;  ; 
pale ; sj cat/warna untuk mengolesi bibir, agar tidak pecah pecah; ;  ; 
paledang ; pembuat barang-barang dr tembagi, kaleng, seng, dsb (dandang, embrat, ember, dll); ;  ; 
palekat ; kain pelekat; ;  ; 
palengos; membuang muka;malengos ;  ; 
malengos ; membuang muka;palengos ;  ; 
palengpeng; melempar dng barang yg berbentuk panjang (sepotong kayu, pagar, dsb);pager ; bebeur ; bayabah. ngabayabah
palid ; hanyut;angkleung ;  ; 
palih ; 1 paro atau sebagian: sapalih, sebagian;sapalih ; sawareh ; bagean
palika ; penyelam; ;  ; 
palindes; mengkhianati orang lain, diri sendiri yg celaka: - ka diri sorangan, senjata makan tuan;maiindes ;  ; 
maiindes ; mengkhianati orang lain, diri sendiri yg celaka: - ka diri sorangan, senjata makan tuan;palindes ;  ; 
paling ; curi;paok ; badog ; garong
palipid ; kayu penutup sisi dinding, agar tampak rapi; ;  ; 
palipisan ; pelipis; ;  ; 
palire ; pelihara; ;  ; 
palis ; reda: angin - , angin reda, tidak kencang lagi; ;  ; 
palisan ; terhukum yg dipekerjakan di luar (mis membersihkan gedung-gedung negara dsb); ;  ; 
palisir ; palipid; ;  ; 
palit ; sumbu lampu minyak (pelita); ;  ; 
palita ; pelita; ;  ; 
palu ; palu;dokdak ;  ; 
palugon ; medan perang; ;  ; 
palukna ; pilihan yg terbaik: dongeng-dongeng, cerita pilihan; ;  ; 
palung ; gila;gelo ; owah ; burung
palupuh ; pelupuh (lantai rumah panggung dr bambu); ;  ; 
paluruh ; selidik; ;  ; 
paluruhan; tempat sampah dr keranjang, kaleng. dsb untuk didapur;piluruhan ;  ; 
piluruhan ; tempat sampah dr keranjang, kaleng. dsb untuk didapur;paluruhan ;  ; 
pamadegan ; pendirian (pendapat); ;  ; 
pamaii ; tabu; ;  ; 
pamajikan ; isteri; ;  ; 
pamarentah ; pemerintah;bawah ; ngabawah ; 
pamatang ; pemburu yg menggunakan tombak (zaman dulu); ;  ; 
pamatuk ; paruh; ;  ; 
pambeng; alangan;pambengan ; bebegalan ; 
pambengan ; alangan;pambeng ; bebegalan ; 
pambrih ; pamrih, harapan;palar ; harep ; ngaharepkeun
pameget ; laki-laki;lalaki ;  ; 
pamengkang ; balairung; ;  ; 
pameres ; sisir;basisir ;  ; 
pameunteu ; wajah;astra ; raray ; bengok
pamuk ; senapati; ;  ; 
pamulu ; raut muka; ;  ; 
pamungkas ; terakhir;bucit ; ahirna ; antuk
panangan ; tangan;leungeun ;  ; 
panata harta ; bendahara; ;  ; 
pancabaya ; marabahaya, macam-macam bahaya; ;  ; 
panceg ; teguh; ;  ; 
pancen ; tugas; ;  ; 
paneunggeul ; pemukul; ;  ; 
pangambung ; hidung;irung ;  ; 
panganggeusan ; hari terakhir; ;  ; 
pangangon ; pengembala;angon ;  ; 
panganjrekan ; tempat yang bisa dipakai untuk tinggal sementara; ;  ; 
panganten ; pengantin; ;  ; 
pangaos ; harga;ajen ;  ; 
pangapungan ; landasan tempat terbang; ;  ; 
pangeran ; tuhan; ;  ; 
panitik ; penitih; ;  ; 
panon ; mata;netra ; soca ; celong
panonpoe ; matahari;baskara ;  ; 
panto ; pintu; ;  ; 
pantrang ; tak pernah;cadu ;  ; 
panyawat ; penyakit; ;  ; 
paok ; curi;paling ; badog ; garong
papada ; sesama;barong ; sami ; sarua
papah ; jalan;leumpang ; gurawes ; nangtawing
papan ; papan; ;  ; 
papatong ; capung; ;  ; 
papay ; telusuri; ;  ; 
papendak ; bertemu;amprok ; pendak ; 
parabot ; peralatan; ;  ; 
paranti ; untuk;kanggo ; pikeun ; ajang
parantos ; sudah;atos ; enggeus ; geus
paras ; cukur; ;  ; 
parawan ; perawan;cawene ; reueuk ; 
pareum ; padam; ;  ; 
paria ; pare; ;  ; 
paribasa ; peribahasa; ;  ; 
parin ; memberikan;bikeun ; mikeun ; 
parung ; jeram; ;  ; 
pasagi ; persegi; ;  ; 
pasangan ; pasangan;masang ;  ; 
pasanggiri ; lomba;winojakrama ;  ; 
pasea ; bertengkar;cental ; pacental-cental ; pacogregan
pasihan ; beri;bere ; mere ; 
pasini ; janji;jangji ; brata 1 brangta ; 2 barata
pasir ; bukit;gugunungan ;  ; 
pasisian ; kota pinggiran; ;  ; 
pasti ; puguh; ;  ; 
patali ; berkaitan;cantel ;  ; 
patlot ; pensil; ;  ; 
patuangan ; perut;beuteung ; padaharan ; dahar
patut ; tampang; ;  ; 
pawon ; dapur; ;  ; 
payun ; depan;hareup ;  ; 
pecut ; cambuk; ;  ; 
pedes ; lada; ;  ; 
pegek ; pesek; ;  ; 
pek ; silakan;mangga ;  ; 
pelak ; menanam; ;  ; 
pelem ; gurih; ;  ; 
pelesir ; piknik; ;  ; 
pelong ; tatap; ;  ; 
pelor ; peluru; ;  ; 
pencaharian ; penghidupan, pencaharian;hirup ; jumeneng ; kahirupan
pendak ; bertemu;amprok ; papendak ; 
pengker ; belakang;buri ; tukang ; 
pengkol ; belok;biluk ; mengkol ; 
pengkolan ; belokan; ;  ; 
pengpar ; larikan ke sebelah; ;  ; 
penis ; sirit; ;  ; 
peot ; kurus;begang ; kuru ; 
perang campuh ; perang bercampur aduk antara kawan dan lawan; ;  ; 
percanten ; percaya;andel ;  ; 
perhatosan ; perhatian;istenan ;  ; 
perkara ; hal;perkawis ;  ; 
perkawis ; hal;perkara ;  ; 
permainan ; kaulinan; ;  ; 
persaben ; tukang minta-minta; ;  ; 
peryogi ; perlu;butuh ;  ; 
pesak ; saku; ;  ; 
pesek ; kupas; ;  ; 
peser ; beli;beuli ; galeuh ; lonceng
peso ; pisau; ;  ; 
pestol ; pistol; ;  ; 
peucang ; kancil; ;  ; 
peuncit ; gorok; ;  ; 
peuntas ; seberang; ;  ; 
peunteun ; nilai;ajen ;  ; 
peura ; serak; ;  ; 
peurah ; bisa ular; ;  ; 
peureum ; pejam;tabuh ;  ; 
peureut ; peras;bagel ; tarik ; teuas
peurih ; pedih;beurat ; nalangsa ; ngungun
peuting ; malam;wengi ;  ; 
peuyeum ; tape; ;  ; 
pi ; bakal; ;  ; 
pias ; pudar; ;  ; 
piboga ; miliki;kaboga ; milik ; 
piceun ; buang;miceun ;  ; 
pidang ; menampilkan; ;  ; 
piding ; sekat;aling ; aling-aling ; 
pieunteungeun ; yg patut dicontoh at ditiru, teladan; ;  ; 
piit ; pipit; ;  ; 
pikeun ; untuk;kanggo ; paranti ; ajang
pilari ; cari;teang ; ala ; ngala
pilih ; memilih;milih ;  ; 
pinarep ; payudara;susu ;  ; 
ping ; tanggal;kaping ;  ; 
pingping ; paha; ;  ; 
pingpong ; tenis meja; ;  ; 
pinter ; pintar;calakan ;  ; 
pinton ; tayang; ;  ; 
pipir ; samping rumah; ;  ; 
pirak ; cerai; ;  ; 
piraku ; masa;maenya ;  ; 
pireu ; bisu;budeng ;  ; 
pisan ; sangat;beurat ; cacap ; 
plaer ; lupa kpd sesuatu yang menyedihkan (mis orang yg baru meninggal): acan-, da puguh kakara sabulan ditinggal maot ku bojona, belum bisa lupa karena istrinya baru saja sebulan meninggal; ;  ; 
poe ; hari;dinten ;  ; 
poek ; gelap;meredong ;  ; 
poek mongkleng buta rajin ; sangat gelap, tak dapat melihat apa-apa; ;  ; 
poho ; lupa;hilap ; lali ; limpeuran
pondok ; pendek;beke ;  ; 
poto ; foto; ;  ; 
pribados ; pribadi; ;  ; 
pribumi ; tuan rumah; ;  ; 
pulisi ; polisi; ;  ; 
pulpen ; ballpoin; ;  ; 
pun buang ; ibu;ambu ; biang ; ibu
punten ; maaf;hampura ;  ; 
pupuhu ; pemimpin; ;  ; 
pupus ; mati;nilar ; palastra ; 
purun ; jadi;jadi ; janten ; barobah kaayaan
purunyus ; genit;centil ;  ; 
pusaka ; warisan; ;  ; 
puseur ; tengah; ;  ; 
putra ; anak;anak ; bati ; 
rada ; agak; ;  ; 
ragaji ; gergaji; ;  ; 
ragrag ; jatuh;gebis ; murag ; 
rahayat ; rakyat; ;  ; 
raheut ; luka;tatu ;  ; 
rahul ; bohong;bohong ; wadul ; daku. dadaku
rajin ; giat;giat ;  ; 
raka ; kakak;aa ; aang ; akang
raket ; intim; ;  ; 
raksukan ; baju; ;  ; 
rama ; bapak;abah ; apa ; 
rama badra ; rama yang pemaaf dan penyayang; ;  ; 
rambut ; rambut;bareubeu ;  ; 
rame ; ramai; ;  ; 
ramo ; jari;reuma ; berik ; obrot
rampak ; gabung; ;  ; 
rampung ; beres;meresan ; beres ; 
rampus ; rakus;gambuhang ;  ; 
ranca ; rawa; ;  ; 
rancucut ; basah kuyup;jibreg ;  ; 
randa ; janda; ;  ; 
randa bengsrat ; janda kembang; ;  ; 
ranggeum ; cengkram; ;  ; 
rangu ; renyah; ;  ; 
raos ; enak; ;  ; 
raramat ; jaringan; ;  ; 
raraosan ; perasaan;rarasaan ;  ; 
rarasaan ; perasaan;raraosan ;  ; 
raray ; wajah;astra ; pameunteu ; bengok
rasakeun ; rasakan;asa ; nandang at nandangan ; ngarasa
rasana ; rasanya;asa ; nandang at nandangan ; ngarasa
rawayan ; jembatan;cukang ; sasak ; 
raya ; raya;minangsaraya ;  ; 
rayat butitina ; rakyat kecil yg miskin; ;  ; 
reang ; riuh; ;  ; 
rebus ; godog; ;  ; 
receh ; uang kecil; ;  ; 
regot ; seruput; ;  ; 
rehe ; rese; ;  ; 
rek ; akan;adeuk ; arek ; bakal
rencana ; rencana;angkanan ;  ; 
rencang ; teman;babaturan ; balad ; rerencangan
rengkog ; berhenti tiba-tiba; ;  ; 
rengkuh ; hormat;cahara ;  ; 
rengse ; selesai;anggeus ;  ; 
repeh ; hening; ;  ; 
rerencangan ; teman;babaturan ; balad ; rencang
resep ; suka;osok ; sok ; seneng
reueuk ; awan;cawene ; parawan ; 
reueus ; bangga; ;  ; 
reukeut ; erat; ;  ; 
reuma ; jari;ramo ; berik ; obrot
reuneuh ; hamil;kakandungan ; meteng ; 
reungit ; nyamuk; ;  ; 
reuwas ; terkejut; ;  ; 
rewog ; lahap;gembul ;  ; 
reyod ; reot; ;  ; 
rikrik ; hemat;gemi ;  ; 
ringkes ; ringkas; ;  ; 
ringkid ; bawa;baan ; bantun ; bawa
ririwa ; hantu;bungaok ; jurig ; siluman
robah ; berubah; ;  ; 
rohangan ; ruangan; ;  ; 
rompo ; jompo; ;  ; 
rorompok ; rumah;bumi ; imah ; 
ruhay ; bara api; ;  ; 
ruksak ; rusak;amburadul ; garah ; burak
rumaos ; merasa;ngarasa ; rumasa ; asa
rumasa ; merasa;ngarasa ; rumaos ; asa
rumbah ; kumis;kumis ; bewok ; 
rungsing ; ruwet; ;  ; 
runtah ; sampah; ;  ; 
rupa ; macam;rupi ; sarupaning ; 
rupa-rupa ; aneka; ;  ; 
rupi ; macam;rupa ; sarupaning ; 
rusiah ; rahasia; ;  ; 
rusuh ; terburu-buru;gura-giru ;  ; 
sabab ; karena;dumeh ; margi ; 
sababaraha ; beberapa; ;  ; 
sabalikna ; sebaliknya; ;  ; 
sabaraha ; berapa;nahaon at naon ; naon ; 
sabet ; sambit;kadek ;  ; 
sabot ; ketika;waktu ;  ; 
sabuni-bunina nu ngising ; bagaimanapun dirahasiakannya, pada  akhirnya kejahatan itu akan terbongkar juga; ;  ; 
sacabakna-sacabakna ; pekerjaan masing-masing; ;  ; 
sacanggeum ; beras, kacang, dsb;beas ; nguyang ; kacang
sacangkewok ; sedikit , sempit sekali (tanah, sawah);saemet ; saeutik ; bera
sacara ; secara; ;  ; 
sadaya ; semua;kabeh ; nisakara ; saniskara
saderek ; saudara;baraya ; dulur ; 
sae ; bagus;mones ; alus ; ngreng
saelol ; sebentar;sakedap ;  ; 
saemet ; sedikit;saeutik ; sacangkewok ; 
saeutik ; sedikit;saemet ; sacangkewok ; 
sagala ; segala; ;  ; 
saha ; siapa; ;  ; 
saha bae ; siapapun; ;  ; 
saherang-herangna cibeas ; sebaikâ· baiknya orang yg pernah disakiti hatinya tak akan sebaik dahulu; ;  ; 
sajabina ; kecil;alit ; eutik ; leutik
sakabeh ; segenap;campieng ;  ; 
sakalor ; ayan; ;  ; 
sakedap ; sebentar;saelol ;  ; 
sakola ; sekolah; ;  ; 
saladah ; seladah; ;  ; 
salaki ; suami;caroge ;  ; 
salakina ; suaminya; ;  ; 
salapan ; sembilan; ;  ; 
salatu ; uban;huis ;  ; 
salawe ; dua puluh lima; ;  ; 
salempang ; kuatir; ;  ; 
saleresna ; sebenarnya;bener ; estu,estuning ; eucreug
salila ; selama;lami ; lawas ; lila
salira ; badan;awak ; waruga ; 
samak ; tikar; ;  ; 
sambel ; sambal; ;  ; 
sami ; sama;sarua ; barong ; papada
sampak ; sudah ada; ;  ; 
sampean ; kaki;ceker ; cokor ; suku
sampeur ; ajak;gujek ; ngagujek ; 
sampurasun ; permisi; ;  ; 
sanaos ; meskipun;najan ;  ; 
sanes ; bukan;lain ;  ; 
sanggem ; sanggup;wantun ;  ; 
sanggeus ; setelah; ;  ; 
sanggup ; mampu; ;  ; 
sanghyang ; dewa;hyang ;  ; 
sangka ; duga;sangki ;  ; 
sangkan ; agar;ambeh ; supados ; dapon at darpon
sangki ; duga;sangka ;  ; 
sangu ; nasi;dines ;  ; 
sapagodos ; setuju;jugjug ;  ; 
sapalih ; sebagian;sawareh ; palih ; bagean
sapatu ; sepatu; ;  ; 
sapertos ; seperti;jiga ; kawas ; sepertos
saprak ; semenjak; ;  ; 
sapuluh ; sepuluh; ;  ; 
sarakah ; serakah; ;  ; 
sare ; tidur;he es ; kulem ; mondok
sarebu ; seribu; ;  ; 
sareng ; dengan;eujeung ; kalawan ; sinareng
sarimbit ; sekeluarga; ;  ; 
sarta ; dan;jeung ; miwah ; 
sarua ; sama;sami ; barong ; papada
sarupaning ; semacam;rupa ; rupi ; 
sasab ; tersesat; ;  ; 
sasak ; jembatan;cukang ; rawayan ; 
sasapu ; menyapu; ;  ; 
sasih ; bulan;badra ; bulan ; 
saterusna ; kemudian;teras ;  ; 
satia ; setia; ;  ; 
sato ; binatang; ;  ; 
saung ; gubuk; ;  ; 
saur ; kata;ceuk ; basana ; carek
saurang ; seorang; ;  ; 
sawah buntar ; sawah yg paling terakhir mendapat air dr selokan; ;  ; 
sawang ; bayang;impleng ; kalangkang ; 
sawareh ; sebagian;sapalih ; palih ; bagean
sawawa ; dewasa;baleg ;  ; 
saya ; abdi; ;  ; 
sayang ; sarang; ;  ; 
sayogi ; sedia;cawis ; anjeunna ; manehna
sebat ; sebut; ;  ; 
seep ; habis;cacap ;  ; 
segut ; semangat;sumanget ;  ; 
sejen ; lainnya; ;  ; 
selap ; sisip; ;  ; 
semah ; tamu;tamu ; tatamu ; nganjang
sendal ; sendal; ;  ; 
seneng ; suka;osok ; sok ; resep
sentak ; gertak; ;  ; 
sepeda ; sapedah; ;  ; 
sepen ; kamar tidur; ;  ; 
sepertos ; seperti;jiga ; kawas ; sapertos
sepuh ; tua;kolot ;  ; 
serab ; silau; ;  ; 
serat ; surat; ;  ; 
seren ; serah;beureum ;  ; 
sering ; kerap;beres ;  ; 
sesa ; sisa; ;  ; 
sesah ; susah;hese ; deruk ; ngaderuk
seubeuh ; kenyang;wareg ;  ; 
seueur ; banyak;gereyek ; loba ; mucekil
seukeut ; tajam; ;  ; 
seuneu ; api; ;  ; 
seungit ; wangi; ;  ; 
seupah ; ampas;hampas ;  ; 
seupan ; kukus;beukah ;  ; 
seureud ; sengat; ;  ; 
seureuh ; sirih; ;  ; 
seuri ; senyum;imut ;  ; 
seuseup ; hisap; ;  ; 
sewang ; masing-masing; ;  ; 
sia ; kamu;anjeun ; hidep ; maneh
siang ; siang;beurang ;  ; 
siereum ateul ; semut api; ;  ; 
sieun ; takut;gigis ; cabar ; 
siga ; seperti;jiga ; kawas ; sapertos
siga bentang kabeurangan ; sangat cantik, bentangan. yg paling menonjol, yg tercantik; ;  ; 
siga bungaok ; sangat jelek (roman muka); ;  ; 
sihung ; taring; ;  ; 
siki ; biji;ese ;  ; 
siluman ; hantu;bungaok ; jurig ; ririwa
simeut ; belalang;mikung ;  ; 
simpang ; mampir;sindang ;  ; 
simpe ; sunyi; ;  ; 
simpen ; simpan; ;  ; 
sinareng ; dengan;eujeung ; kalawan ; sareng
sindang ; mampir;simpang ;  ; 
sirah ; kepala;hulu ; mastaka ; 
siram ; mandi;ibak ; mandi ; cebor
sireum ; semut; ;  ; 
sirik ; iri; ;  ; 
sisi ; tepi; ;  ; 
situ ; danau;talaga ;  ; 
soak ; kaget;aeh ; deudeupeun ; 
soang ; angsa; ;  ; 
sobat ; sahabat;mitra ;  ; 
soca ; mata;netra ; panon ; celong
sologoto ; ceroboh; ;  ; 
solokan ; parit; ;  ; 
someah ; ramah-tamah; ;  ; 
sono ; rindu;honeng ;  ; 
sonten ; sore; ;  ; 
sora ; suara;gentra ; ngagentraan ; 
sorangan ; sendiri;anggana ;  ; 
soweh ; sobek;sowek ;  ; 
sowek ; sobek;soweh ;  ; 
suan ; keponakan;alo ;  ; 
sugan ; jika;lamun ; upami ; 
sukses ; sukses; ;  ; 
suku ; kaki;ceker ; cokor ; sampean
sumanget ; semangat;segut ;  ; 
sumawona ; apalagi; ;  ; 
sumping ; datang;cunduk ; dongkap ; kadongkapan
sumuhun ; iya betul; ;  ; 
sunda ; sunda; ;  ; 
sungut ; mulut;baham ; cangkem ; 
supa ; jamur; ;  ; 
supados ; agar;ambeh ; sangkan ; dapon at darpon
supata ; sumpah; ;  ; 
surak ; sorak; ;  ; 
sureum ; kabur;babang ;  ; 
susu ; payudara;pinarep ;  ; 
susukan ; sungai;wahangan ; walungan ; 
tempeat dempet ; rapat menjadi satu, berimpit (bayi, anak hewan, pisang, dsb);cau ; bebeur ; bayabah. ngabayabah
taar ; dahi; ;  ; 
tabuh ; jam;peureum ;  ; 
tah ; nah;kantos ; kungsi ; 
tajug ; surau; ;  ; 
taktak ; pundak; ;  ; 
talaga ; danau;situ ;  ; 
talatah ; pesan; ;  ; 
taliti ; cermat; ;  ; 
tambelar ; durhaka; ;  ; 
tambih ; tambah;beuki ;  ; 
tamper ; endap; ;  ; 
tampi ; terima; ;  ; 
tampik ; tolak; ;  ; 
tampiling ; tampar;cabok ; gampleng ; 
tamplok batokeun ; terlalu banyak yg dibagikan, diri sendiri tidak kebagian; ;  ; 
tamu ; tamu;semah ; tatamu ; nganjang
taneuh ; tanah;lahan ;  ; 
tanggara ; kabar;beja ; iber ; 
tanggay ; kuku;coplok ;  ; 
tanggung bulan ; bulan tua (tanggal dua puluhan ke atas); ;  ; 
tangkal ; pohon; ;  ; 
tangkeup ; rangkul; ;  ; 
tangkub ; tengkurap; ;  ; 
tanpa ; tanpa; ;  ; 
tanpadaksa ; cacat; ;  ; 
tapak ; jejak; ;  ; 
tapi ; tapi; ;  ; 
taraje ; tangga bambu; ;  ; 
taraju ; bahu; ;  ; 
tarang ; jidat; ;  ; 
tarekah ; usaha;cari ; usaha ; 
tarik ; keras;bagel ; teuas ; peureut
taros ; tanya; ;  ; 
tarumpah ; sandal; ;  ; 
tatamu ; tamu;semah ; tamu ; nganjang
tatangga ; tetangga;tatanggi ;  ; 
tatanggi ; tetangga;tatangga ;  ; 
tatih ; berdiri;nangtung ; ngadeg ; diri
tatu ; luka;raheut ;  ; 
taun ; tahun;warsi ;  ; 
tawis ; tanda;ciri ;  ; 
teang ; cari;pilari ; ala ; ngala
tebih ; jauh;jauh ;  ; 
tegal ; lapang; ;  ; 
tegalan ; tanah lapang; ;  ; 
tehel ; tegel; ;  ; 
teke ; jitak;getok ;  ; 
televisi ; televisi; ;  ; 
tembang ; babasan., ungkapan, arti kiasan; ;  ; 
tembong ; kelihatan;ngelol ; bireungeuh ; deleh
tempo ; lihat;bireungeuh ; deleh ; deuleu
tengek ; leher;beuheung ;  ; 
tengen ; kanan;katuhu ;  ; 
tengtrem ; damai; ;  ; 
tenjo ; lihat;bireungeuh ; deleh ; deuleu
tepang ; jumpa;tepung ;  ; 
tepas ; teras; ;  ; 
tepi ; hingga; ;  ; 
tepung ; jumpa;tepang ;  ; 
terang ; tau;uninga ;  ; 
teras ; kemudian;saterusna ;  ; 
tere ; tiri; ;  ; 
teteh ; kakak perempuan; ;  ; 
tetela ; ternyata; ;  ; 
teu ; tidak;bubuhan ;  ; 
teu aya ; tiada; ;  ; 
teu beja teu carita ; tak ada kabar beritanya; ;  ; 
teu busik-busik acan at h ; selamat, tidak terkena (tertangkap) oleh musuh;basuki ; wilujeng ; 
teu damang ; sakit;gering ; nyeri ; udur
teu kaawakan ; tidak mampu; ;  ; 
teu kapianggeuhan ; tidak bisa ditentukan; ;  ; 
teuas ; keras;bagel ; tarik ; peureut
teuing ; tidak tau; ;  ; 
teuleum ; selam; ;  ; 
teuneung ; berani;ludeung ; wani ; 
teungeun ; kaca cermin; ;  ; 
teunggeul ; pukul;babuk ;  ; 
teurang ; mengerti; ;  ; 
ti ; dari; ;  ; 
ti mantenna ; darinya; ;  ; 
tiap ; setiap;unggal ;  ; 
tiasa ; bisa;bisa ; iasa ; begug
tibebes; terperosok ke dalam lumpur at rawa;mebes ;  ; 
mebes ; terperosok ke dalam lumpur at rawa;tibebes ;  ; 
tihang ; tiang; ;  ; 
tiheula ; dulu;bareto ;  ; 
tiis ; dingin;tiris ;  ; 
tiis becis ; sangat dingin(air, es. dsb); ;  ; 
tijalikeuh ; terpeleset;tisoleda ;  ; 
tikoro ; tenggorokan;genggerong ;  ; 
tilar dunya ; meninggal dunia;maot ;  ; 
tilas ; bekas;urut ;  ; 
tilik ; teliti; ;  ; 
tilu ; tiga; ;  ; 
timanten ; dari mana; ;  ; 
timburu ; cemburu; ;  ; 
tincak ; injak;nincak ;  ; 
tinggal ; lihat;bireungeuh ; deleh ; deuleu
tipung ; tepung; ;  ; 
tiris ; dingin;tiis ;  ; 
tisaprak ; sejak; ;  ; 
tisoleda ; terpeleset;tijalikeuh ;  ; 
titadi ; dari tadi; ;  ; 
tiwu ; tebu; ;  ; 
tojos ; tusuk; ;  ; 
tonggoh ; tempat di atas; ;  ; 
tonggong ; punggung; ;  ; 
torek ; tuli; ;  ; 
torowongan ; terowongan; ;  ; 
tresna ; cinta;bogoh ; mitresna ; 
tribarata. ; tiga janji; ;  ; 
tuang ; makan;celebek ; dahar ; neda
tuar ; tebang; ;  ; 
tubruk ; tabrak; ;  ; 
tujuh ; tujuh; ;  ; 
tukang ; belakang;buri ; pengker ; 
tulale ; belalai; ;  ; 
tulung ; tolong; ;  ; 
tumbak ; tombak; ;  ; 
tumbila ; kutu busuk; ;  ; 
tunduh ; kantuk; ;  ; 
tundung ; usir;buburak ; ngabuburak ; 
tunggara ; sedih;nalangsa ; ngungun ; beurat
tungtung ; ujung; ;  ; 
tutung ; hangus; ;  ; 
tuur ; dengkul; ;  ; 
ucing ; kucing; ;  ; 
ucing cantel ; kucing yg ujung ekornya melengkung; ;  ; 
udag ; kejar;berik ; obrot ; ramo
udur ; sakit;gering ; nyeri ; teu damang
ujian ; ujian; ;  ; 
ulah ; jangan;entong ; montong ; tong
ulem ; undang;ogan ; ondang ; ngangkerang
ulin ; main;aber ; ngaber ; aber aberan
uling; berguling-guling;gegerelengan ; ngaguling ; 
ngaguling ; berguling-guling;gegerelengan ; uling ; 
umumna ; umumnya;brag ; enggeus brag ; 
umur ; usia;yuswa ;  ; 
unggal ; tiap;tiap ;  ; 
unggeuk ; manggut; ;  ; 
ungkluk ; wts; ;  ; 
ungkluk bunian ; pelacur tersembunyi, pelacur terselubung, tidak tampak dr luar; ;  ; 
uninga ; tau;terang ;  ; 
upami ; jika;lamun ; sugan ; 
uplak-aplek ; hampir putus; ;  ; 
upluk-aplak ; sangat luas; ;  ; 
uprak-apruk ; pergi ke tempat yang susah dicapai; ;  ; 
urang ; saya;abdi ; dewek ; kaula
urut ; bekas;tilas ;  ; 
usaha ; berusaha;cari ; tarekah ; 
usik ; gerak;bayeungyang ; gibeg ; ngagibeg
utami ; utama; ;  ; 
uyah ; garam; ;  ; 
wadul ; bohong;bohong ; rahul ; daku. dadaku
wae ; saja;bae ; we ; 
wahangan ; sungai;susukan ; walungan ; 
waja ; baja; ;  ; 
waktos ; waktu;wanci ; wayah ; barong
waktu ; ketika;sabot ;  ; 
waktuna ; saatnya;danget ; heuleut ; mangsa
walagri ; sehat;cageur ; jagjag ; waluya
waler ; jawab; ;  ; 
walirang ; belerang; ;  ; 
walungan ; sungai;susukan ; wahangan ; 
waluya ; sehat;cageur ; jagjag ; walagri
wanara ; mo-nyet; ;  ; 
wanci ; waktu;waktos ; wayah ; barong
wangsul ; pulang;balik ; mulih ; 
wangun ; bangun;gugah ; cengkat ; geing
wani ; berani;ludeung ; teuneung ; 
wanoh ; kenal;wawuh ;  ; 
wanoja ; gadis;mojang ;  ; 
